Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2014 [YR2014],2017 [YR2017],2021 [YR2021],2022 [YR2022],2024 [YR2024]
Botswana,BWA,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Botswana,BWA,Received private sector wages  (% age 15+),fin32.n33,..,21.6029252257312,19.8673055057459,..,20.7208318783094,21.8380893362876
Botswana,BWA,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,51.6642350991808,..,..,..,..
Botswana,BWA,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,51.5993054367894,51.812418298682
Botswana,BWA,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,53.9976672140525,..,68.6912165437351,74.2945433822646
Botswana,BWA,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,63.0267146069131
Botswana,BWA,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Burkina Faso,BFA,Saved any money  (% age 15+),save.any.t.d,..,50.8167668602654,53.9315979495263,47.9752841523788,..,56.0208991212203
Burkina Faso,BFA,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,2.55885072421668,..,3.05094903895757
Burkina Faso,BFA,Received government payments  (% age 15+),fing2p,..,..,16.0293625181765,9.9462176242287,..,14.6317540316236
Burkina Faso,BFA,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Burkina Faso,BFA,Received private sector wages  (% age 15+),fin32.n33,..,7.09083022908612,14.5822235012378,11.4287364565505,..,14.1801346975987
Burkina Faso,BFA,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Burkina Faso,BFA,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Burundi,BDI,Saved any money  (% age 15+),save.any.t.d,..,34.8990716707599,..,..,..,..
Burundi,BDI,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,..,..
Burundi,BDI,Received government payments  (% age 15+),fing2p,..,..,..,..,..,..
Burundi,BDI,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Burundi,BDI,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Burundi,BDI,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Burundi,BDI,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Burundi,BDI,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Burundi,BDI,Received private sector wages  (% age 15+),fin32.n33,..,5.77036477270177,..,..,..,..
Burundi,BDI,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Burundi,BDI,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Burundi,BDI,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Burundi,BDI,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Burundi,BDI,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Cameroon,CMR,Saved any money  (% age 15+),save.any.t.d,..,63.9611538633586,56.9708889330235,59.0254555017101,..,65.6565630265154
Cameroon,CMR,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,5.0814155486877,..,7.21072901535931
Cameroon,CMR,Received government payments  (% age 15+),fing2p,..,..,9.59394221298625,8.86038011740412,..,10.0422920717433
Cameroon,CMR,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Cameroon,CMR,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Cameroon,CMR,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Cameroon,CMR,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Cameroon,CMR,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Cameroon,CMR,Received private sector wages  (% age 15+),fin32.n33,..,11.2230959012968,15.7817302912151,19.3269885636218,..,20.6007436979009
Cameroon,CMR,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,66.3909545649033,..,..,51.7779453677212
Cameroon,CMR,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Cameroon,CMR,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Cameroon,CMR,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Cameroon,CMR,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Central African Republic,CAF,Saved any money  (% age 15+),save.any.t.d,..,..,39.7316525888136,..,..,..
Central African Republic,CAF,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,..,..
Central African Republic,CAF,Received government payments  (% age 15+),fing2p,..,..,7.27052904673065,..,..,..
Central African Republic,CAF,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Central African Republic,CAF,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Central African Republic,CAF,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Central African Republic,CAF,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Central African Republic,CAF,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Central African Republic,CAF,Received private sector wages  (% age 15+),fin32.n33,..,..,8.41579382392956,..,..,..
Central African Republic,CAF,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Central African Republic,CAF,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Central African Republic,CAF,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Central African Republic,CAF,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Central African Republic,CAF,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Chad,TCD,Saved any money  (% age 15+),save.any.t.d,..,48.5778533630564,26.8785689306733,..,38.3459444565144,45.5477898747124
Chad,TCD,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,3.39215074274854,3.85384667457243
Chad,TCD,Received government payments  (% age 15+),fing2p,..,..,6.43313958574545,..,14.75814821498,10.7769301851158
Chad,TCD,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Chad,TCD,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Chad,TCD,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Chad,TCD,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Chad,TCD,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Chad,TCD,Received private sector wages  (% age 15+),fin32.n33,..,7.8037333742894,8.22101685505824,..,10.6982454529697,8.69158745025877
Chad,TCD,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Chad,TCD,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Chad,TCD,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Chad,TCD,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Chad,TCD,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Comoros,COM,Saved any money  (% age 15+),save.any.t.d,..,..,..,..,40.8047429380382,44.3154864062275
Comoros,COM,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,1.16745800490439,3.31856464464873
Comoros,COM,Received government payments  (% age 15+),fing2p,..,..,..,..,9.23793816200516,14.2223182523613
Comoros,COM,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Comoros,COM,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Comoros,COM,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Comoros,COM,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Comoros,COM,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Comoros,COM,Received private sector wages  (% age 15+),fin32.n33,..,..,..,..,13.2702499850402,9.00528745843243
Comoros,COM,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Comoros,COM,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Comoros,COM,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Comoros,COM,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Comoros,COM,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Saved any money  (% age 15+),save.any.t.d,..,65.2045653837019,38.9366710629637,..,36.3743972555445,57.9627129792869
"Congo, Dem. Rep.",COD,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,2.04091989710951,5.53781326151028
"Congo, Dem. Rep.",COD,Received government payments  (% age 15+),fing2p,..,..,6.0581534603878,..,5.40553314521526,7.87178776257941
"Congo, Dem. Rep.",COD,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Received private sector wages  (% age 15+),fin32.n33,..,10.440130091745,9.84553021629455,..,10.8559850299524,16.3614611849215
"Congo, Dem. Rep.",COD,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,82.0730340781359
"Congo, Dem. Rep.",COD,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
"Congo, Rep.",COG,Saved any money  (% age 15+),save.any.t.d,..,55.9035920764765,45.669753105175,45.5676306071505,..,53.7904532881842
"Congo, Rep.",COG,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,4.40022451781777,..,3.81999585445206
"Congo, Rep.",COG,Received government payments  (% age 15+),fing2p,..,..,7.26461629284209,8.69434161575212,..,7.62915746135988
"Congo, Rep.",COG,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
"Congo, Rep.",COG,Received private sector wages  (% age 15+),fin32.n33,..,12.3117578642149,13.8695043908498,9.81704746924187,..,10.7054986747614
"Congo, Rep.",COG,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
"Congo, Rep.",COG,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,Saved any money  (% age 15+),save.any.t.d,..,63.2309628734743,48.982832717549,42.7883695719875,..,64.2959056226296
Cote d'Ivoire,CIV,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,4.51940089905513,..,3.03544822401927
Cote d'Ivoire,CIV,Received government payments  (% age 15+),fing2p,..,..,6.3151500508143,6.75884380707379,..,8.47347267886546
Cote d'Ivoire,CIV,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,Received private sector wages  (% age 15+),fin32.n33,..,15.6388644398198,12.6873915752426,12.2847894572995,..,16.8594840428034
Cote d'Ivoire,CIV,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,83.3963496653513,..,..,..,..
Cote d'Ivoire,CIV,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Eswatini,SWZ,Saved any money  (% age 15+),save.any.t.d,..,..,..,..,58.2447951323243,58.3015914248017
Eswatini,SWZ,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,27.5239998662428,17.4413479739861
Eswatini,SWZ,Received government payments  (% age 15+),fing2p,..,..,..,..,27.6262296188203,29.1950319005946
Eswatini,SWZ,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,35.494739684088
Eswatini,SWZ,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,60.9719643398721,55.1143951321009
Eswatini,SWZ,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,45.6382590872702,38.7690025722273
Eswatini,SWZ,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Eswatini,SWZ,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Eswatini,SWZ,Received private sector wages  (% age 15+),fin32.n33,..,..,..,..,17.8380648336977,22.3937387184562
Eswatini,SWZ,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Eswatini,SWZ,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,46.6759439754367
Eswatini,SWZ,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,78.742620389346,67.6972610340999
Eswatini,SWZ,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Eswatini,SWZ,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Ethiopia,ETH,Saved any money  (% age 15+),save.any.t.d,..,48.1070116062815,62.1826431476983,..,53.0915137561123,49.0748224352738
Ethiopia,ETH,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,0.646939867499471,1.84609215805269
Ethiopia,ETH,Received government payments  (% age 15+),fing2p,..,..,13.2675967287337,..,10.8139444618285,6.52339482166122
Ethiopia,ETH,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Ethiopia,ETH,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
Ethiopia,ETH,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Ethiopia,ETH,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Ethiopia,ETH,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Ethiopia,ETH,Received private sector wages  (% age 15+),fin32.n33,..,4.46826567690117,10.557396286781,..,7.63314673780338,6.01960799403634
Ethiopia,ETH,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,..,..,..,..
Ethiopia,ETH,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Ethiopia,ETH,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,..,..,..
Ethiopia,ETH,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Ethiopia,ETH,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
Gabon,GAB,Saved any money  (% age 15+),save.any.t.d,..,56.0127454041917,59.6024432410211,61.4953051649178,..,69.6998433819944
Gabon,GAB,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,7.36077269887092,..,2.44478383962867
Gabon,GAB,Received government payments  (% age 15+),fing2p,..,..,17.9511770817365,13.1354641175753,..,12.58990166495
Gabon,GAB,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
Gabon,GAB,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,57.1451318064953,..,..,..
Gabon,GAB,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
Gabon,GAB,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
Gabon,GAB,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p.cash.s,..,..,..,..,..,..
Gabon,GAB,Received private sector wages  (% age 15+),fin32.n33,..,13.0768788086056,24.1281026209643,27.4960485541493,..,22.4315723247953
Gabon,GAB,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32.n33.34c.s,..,..,58.6501442894084,54.518046694413,..,60.7068431556011
Gabon,GAB,"Received private sector wages: into a bank or similar financial institution account (% of private sector wage recipients, age 15+)",fin32.n33.34a.s,..,..,..,..,..,..
Gabon,GAB,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32.n33.acc.s,..,..,..,44.3193909070016,..,..
Gabon,GAB,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32.n33.34b.s,..,..,..,..,..,..
Gabon,GAB,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32.n33.34d.s,..,..,..,..,..,..
"Gambia, The",GMB,Saved any money  (% age 15+),save.any.t.d,..,..,45.8106878990826,..,51.2100444936464,56.4381633350272
"Gambia, The",GMB,Borrowed from a mobile money provider  (% age 15+),fin22a_1,..,..,..,..,0.244540390607708,0.795482811834014
"Gambia, The",GMB,Received government payments  (% age 15+),fing2p,..,..,16.7136158265641,..,11.6011493335678,9.80628626426489
"Gambia, The",GMB,"Received government payments: into a bank or similar financial institution account (% of government payment recipients, age 15+)",fing2p.fin.s,..,..,..,..,..,..
"Gambia, The",GMB,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p.acc.s,..,..,..,..,..,..
"Gambia, The",GMB,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p.mob.s,..,..,..,..,..,..
"Gambia, The",GMB,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p.card.s,..,..,..,..,..,..
