Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2014 [YR2014],2017 [YR2017],2021 [YR2021],2022 [YR2022],2024 [YR2024]
Comoros,COM,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,..,7.72590662461738,14.093786340933
Comoros,COM,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,23.1367933916909
Comoros,COM,Made a digital payment  (% age 15+),g20.made,..,..,..,..,14.4655504775862,20.7629420217165
"Congo, Dem. Rep.",COD,Account  (% age 15+),account.t.d,3.6967262381342,17.4769843590534,25.8256750266961,..,27.4411307638978,39.2140115142227
"Congo, Dem. Rep.",COD,Mobile money account  (% age 15+),mobileaccount.t.d,..,9.20866414762376,16.0963405921963,..,22.6761834750621,35.1182388076236
"Congo, Dem. Rep.",COD,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,35.8637056226311
"Congo, Dem. Rep.",COD,Made a digital payment  (% age 15+),g20.made,..,9.08695948725853,19.8311393502411,..,24.1398959365537,35.6695211588077
"Congo, Rep.",COG,Account  (% age 15+),account.t.d,10.0480565895901,17.0695977327512,26.092748786452,47.1421557656699,..,55.5760387811851
"Congo, Rep.",COG,Mobile money account  (% age 15+),mobileaccount.t.d,..,1.98544604666037,6.23843906135376,36.7774408764788,..,51.5921177135768
"Congo, Rep.",COG,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,52.9683278141703
"Congo, Rep.",COG,Made a digital payment  (% age 15+),g20.made,..,6.39391996054484,14.1679149110127,42.3369316598311,..,51.9396853125127
Cote d'Ivoire,CIV,Account  (% age 15+),account.t.d,..,34.322022683895,41.3309551965021,50.7622911401206,..,57.5676269730853
Cote d'Ivoire,CIV,Mobile money account  (% age 15+),mobileaccount.t.d,..,24.2613765684891,34.053173436656,40.3959431462118,..,53.3817787682129
Cote d'Ivoire,CIV,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,53.9377969163425
Cote d'Ivoire,CIV,Made a digital payment  (% age 15+),g20.made,..,27.5579624703815,35.3891650286009,45.7722515079866,..,55.3326950320441
Eswatini,SWZ,Account  (% age 15+),account.t.d,28.5694412970381,..,..,..,66.175800988905,65.1160267166079
Eswatini,SWZ,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,..,56.7443942292523,50.4069175550071
Eswatini,SWZ,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,56.5902097541757
Eswatini,SWZ,Made a digital payment  (% age 15+),g20.made,..,..,..,..,60.7636374526001,55.6189012639554
Ethiopia,ETH,Account  (% age 15+),account.t.d,..,21.7915817461286,34.827569921105,..,46.4800688214244,48.8302767819942
Ethiopia,ETH,Mobile money account  (% age 15+),mobileaccount.t.d,..,0.02789486415923,0.315928903727171,..,4.63840172118442,9.45488963590303
Ethiopia,ETH,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,16.0954993765574
Ethiopia,ETH,Made a digital payment  (% age 15+),g20.made,..,3.61455553062968,6.92755107706207,..,13.8870690948266,16.1826432962564
Gabon,GAB,Account  (% age 15+),account.t.d,18.9465176301576,33.014183227497,58.6019984230799,66.0899712589808,..,68.1812562934141
Gabon,GAB,Mobile money account  (% age 15+),mobileaccount.t.d,..,6.64842485100086,43.5779884387753,57.4777731914634,..,61.6415501329653
Gabon,GAB,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,63.1165574850433
Gabon,GAB,Made a digital payment  (% age 15+),g20.made,..,17.2629751780237,49.8689431007926,62.321184384698,..,64.4313415450474
"Gambia, The",GMB,Account  (% age 15+),account.t.d,..,..,28.5604825414567,..,33.0110184489268,38.1609042069027
"Gambia, The",GMB,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,..,3.74562500412649,19.0885437839158
"Gambia, The",GMB,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,22.7662762490336
"Gambia, The",GMB,Made a digital payment  (% age 15+),g20.made,..,..,12.3552238460043,..,16.1322328377489,22.628533121825
Ghana,GHA,Account  (% age 15+),account.t.d,29.4253535855083,40.5057942389551,57.7175264186459,68.2303947936909,..,81.2430252454858
Ghana,GHA,Mobile money account  (% age 15+),mobileaccount.t.d,..,13.0065504347846,38.9477818238621,59.687930439756,..,78.2813635015091
Ghana,GHA,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,79.2804741810748
Ghana,GHA,Made a digital payment  (% age 15+),g20.made,..,19.9694308288046,43.4067522480397,63.6486980955894,..,78.8788905445388
Guinea,GIN,Account  (% age 15+),account.t.d,3.68785001184746,6.96001725661614,23.4860350255293,30.4403355352872,..,36.0480250155865
Guinea,GIN,Mobile money account  (% age 15+),mobileaccount.t.d,..,1.47328565205696,13.780468730052,21.5100207943747,..,25.8219395095297
Guinea,GIN,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,29.2540979734434
Guinea,GIN,Made a digital payment  (% age 15+),g20.made,..,3.73633945684631,15.8923782340798,25.0384083166745,..,27.1449087041641
Kenya,KEN,Account  (% age 15+),account.t.d,42.3434543670765,74.6578329382712,81.5675646333189,79.1951576168317,..,90.1199173733613
Kenya,KEN,Mobile money account  (% age 15+),mobileaccount.t.d,..,58.3926336777741,72.9316807234182,68.6586915682757,..,87.4994112747318
Kenya,KEN,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,89.4038658611594
Kenya,KEN,Made a digital payment  (% age 15+),g20.made,..,66.2191486178072,76.4111969626287,75.5558799743751,..,88.1083689177359
Lesotho,LSO,Account  (% age 15+),account.t.d,18.4970245352396,..,45.5638157306439,..,63.6349094307918,61.5710444951092
Lesotho,LSO,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,27.6418432079782,..,45.8779245511461,53.4728194557147
Lesotho,LSO,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,56.4115624890578
Lesotho,LSO,Made a digital payment  (% age 15+),g20.made,..,..,33.48947053215,..,54.6163828109963,54.5723848913296
Liberia,LBR,Account  (% age 15+),account.t.d,18.8014652359501,..,35.7138396642468,51.6311457560752,..,52.2139331485699
Liberia,LBR,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,20.8433918876049,36.2960665730417,..,47.5292537260812
Liberia,LBR,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,48.3566448674473
Liberia,LBR,Made a digital payment  (% age 15+),g20.made,..,..,24.1334250184923,42.5914608757732,..,47.8595236646251
Libya,LBY,Account  (% age 15+),account.t.d,..,..,65.6675223019684,..,..,33.1190908215163
Libya,LBY,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,..,..,..
Libya,LBY,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,22.7030235988233
Libya,LBY,Made a digital payment  (% age 15+),g20.made,..,..,20.7629973584772,..,..,..
Madagascar,MDG,Account  (% age 15+),account.t.d,5.52322253357914,8.55133873697858,17.8678713278643,..,26.2978246175134,24.4501397197571
Madagascar,MDG,Mobile money account  (% age 15+),mobileaccount.t.d,..,4.35601865460848,12.0553027097542,..,19.0270987839053,19.3550167093779
Madagascar,MDG,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,20.4746757400673
Madagascar,MDG,Made a digital payment  (% age 15+),g20.made,..,4.89813459116823,12.1377841947647,..,22.1238986452478,19.0345994399942
Malawi,MWI,Account  (% age 15+),account.t.d,16.5406103840842,18.0924195504843,33.7139337223883,42.7078088726996,..,50.3696725002439
Malawi,MWI,Mobile money account  (% age 15+),mobileaccount.t.d,..,3.84410089795367,20.3028316584637,34.3476873787214,..,47.3991978362086
Malawi,MWI,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,47.6521252280978
Malawi,MWI,Made a digital payment  (% age 15+),g20.made,..,10.1557743332821,22.2745539548276,36.4110084138719,..,45.2202689305811
Mali,MLI,Account  (% age 15+),account.t.d,8.21385340194332,20.0760415365477,35.4166789259965,43.5009858331426,..,54.7454806007539
Mali,MLI,Mobile money account  (% age 15+),mobileaccount.t.d,..,11.6424546327963,24.3976485830717,29.3780615039295,..,48.3876158762192
Mali,MLI,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,51.3710356015132
Mali,MLI,Made a digital payment  (% age 15+),g20.made,..,9.44305871102969,27.3454051573977,33.5013872537546,..,48.6175962439418
Mauritania,MRT,Account  (% age 15+),account.t.d,17.46181510476,22.8658821638402,20.872506347802,..,23.4559362292581,27.3142609920985
Mauritania,MRT,Mobile money account  (% age 15+),mobileaccount.t.d,..,6.48039601117427,4.01237795113623,..,10.1619569362807,..
Mauritania,MRT,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,15.7437450633517
Mauritania,MRT,Made a digital payment  (% age 15+),g20.made,..,11.0210761312512,9.92918362624935,..,16.1954009574485,18.2243929524609
Mauritius,MUS,Account  (% age 15+),account.t.d,80.1232107704602,82.2082721727861,89.8425267240129,90.5263443555157,..,89.5984480347546
Mauritius,MUS,Mobile money account  (% age 15+),mobileaccount.t.d,..,0.864331411099376,5.62693714475588,15.8956646249017,..,10.1270671725304
Mauritius,MUS,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,63.1631808267864
Mauritius,MUS,Made a digital payment  (% age 15+),g20.made,..,37.1118254983001,53.4965559336939,64.1494054101043,..,..
Mozambique,MOZ,Account  (% age 15+),account.t.d,..,..,41.6701037933311,49.4927479032385,..,54.38528750107
Mozambique,MOZ,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,21.8668207548091,29.3765950300481,..,45.7209859704018
Mozambique,MOZ,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,49.6680777270919
Mozambique,MOZ,Made a digital payment  (% age 15+),g20.made,..,..,29.6011169201899,39.1019843021243,..,47.4790486323905
Namibia,NAM,Account  (% age 15+),account.t.d,..,58.833897653755,80.6334990865415,71.3463883283129,..,72.9187672893525
Namibia,NAM,Mobile money account  (% age 15+),mobileaccount.t.d,..,10.3590939249884,43.4294696604372,42.6246853172316,..,48.4473580646797
Namibia,NAM,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,66.0951479465141
Namibia,NAM,Made a digital payment  (% age 15+),g20.made,..,38.1887552976623,63.0733763106376,58.0195902236517,..,55.6168699657834
Niger,NER,Account  (% age 15+),account.t.d,1.52169870544605,6.70658814894855,15.5232449543461,..,11.685591291668,14.8268991865027
Niger,NER,Mobile money account  (% age 15+),mobileaccount.t.d,..,3.8526655449061,8.71723826236785,..,5.37737634706627,5.70037064304953
Niger,NER,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,7.42822279977383
Niger,NER,Made a digital payment  (% age 15+),g20.made,..,4.16068622814926,10.4139469559878,..,8.08420174341257,8.08502624392783
Nigeria,NGA,Account  (% age 15+),account.t.d,29.6675376842052,44.4419846566021,39.6668586884669,45.3166327186278,..,63.2613514491542
Nigeria,NGA,Mobile money account  (% age 15+),mobileaccount.t.d,..,2.29496131266427,5.60616521266374,8.65020918017385,..,32.7907521346508
Nigeria,NGA,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,53.1441194266677
Nigeria,NGA,Made a digital payment  (% age 15+),g20.made,..,29.171377885991,23.7239677932211,29.4027398572603,..,43.8709167829283
Rwanda,RWA,Account  (% age 15+),account.t.d,32.7638222447295,42.1169125765165,50.019793696102,..,..,..
Rwanda,RWA,Mobile money account  (% age 15+),mobileaccount.t.d,..,18.0976851949719,31.114641541215,..,..,..
Rwanda,RWA,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,..
Rwanda,RWA,Made a digital payment  (% age 15+),g20.made,..,23.0801300291551,31.5378313263428,..,..,..
Senegal,SEN,Account  (% age 15+),account.t.d,5.82114104684157,15.4245720927038,42.3440153574227,55.9644071481718,..,76.4609257473503
Senegal,SEN,Mobile money account  (% age 15+),mobileaccount.t.d,..,6.18836087308474,31.7980906401931,44.8898717927942,..,66.912648954156
Senegal,SEN,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,73.5634312129097
Senegal,SEN,Made a digital payment  (% age 15+),g20.made,..,9.60061916898541,34.6719684043876,50.5344826150871,..,69.9210000084006
Sierra Leone,SLE,Account  (% age 15+),account.t.d,15.3417553850215,15.5800105420148,19.808760638724,28.8466044614564,..,38.6205210606339
Sierra Leone,SLE,Mobile money account  (% age 15+),mobileaccount.t.d,..,4.45238788686852,11.0186137117415,19.0402143348394,..,32.1957258314931
Sierra Leone,SLE,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,33.8226971486944
Sierra Leone,SLE,Made a digital payment  (% age 15+),g20.made,..,9.04405411494421,13.1472898412174,24.6259274760524,..,32.6033964199992
Somalia,SOM,Account  (% age 15+),account.t.d,..,38.6603281288684,..,..,..,..
Somalia,SOM,Mobile money account  (% age 15+),mobileaccount.t.d,..,37.0659136924705,..,..,..,..
Somalia,SOM,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,..
Somalia,SOM,Made a digital payment  (% age 15+),g20.made,..,35.1431515306493,..,..,..,..
South Africa,ZAF,Account  (% age 15+),account.t.d,53.6450756317438,70.3174554981439,69.2184941645761,85.378111952418,..,81.1259662052011
South Africa,ZAF,Mobile money account  (% age 15+),mobileaccount.t.d,..,14.4281801716055,19.0168459424566,36.5653075160157,..,31.623201671299
South Africa,ZAF,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,67.7592512764906
South Africa,ZAF,Made a digital payment  (% age 15+),g20.made,..,52.6973779407946,43.0800609192787,70.1645513398425,..,44.6357016983694
South Sudan,SSD,Account  (% age 15+),account.t.d,..,..,8.57000393149026,5.8314074673825,..,..
South Sudan,SSD,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,0.849857032819192,..,..
South Sudan,SSD,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,..
South Sudan,SSD,Made a digital payment  (% age 15+),g20.made,..,..,4.59402533519398,3.24289400973911,..,..
Sudan,SDN,Account  (% age 15+),account.t.d,6.89979785197721,15.2684332808943,..,..,..,..
Sudan,SDN,Mobile money account  (% age 15+),mobileaccount.t.d,..,..,..,..,..,..
Sudan,SDN,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,..
Sudan,SDN,Made a digital payment  (% age 15+),g20.made,..,10.7277969191504,..,..,..,..
Tanzania,TZA,Account  (% age 15+),account.t.d,17.2577675334801,39.7794762771647,46.7515639970681,52.4333347484758,..,59.8275253090773
Tanzania,TZA,Mobile money account  (% age 15+),mobileaccount.t.d,..,32.3586983386915,38.5380306886962,44.5794870059864,..,52.8539837276394
Tanzania,TZA,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,55.0354144978825
Tanzania,TZA,Made a digital payment  (% age 15+),g20.made,..,33.6155900328752,39.7685328216618,48.4005276720377,..,54.6317476250467
Togo,TGO,Account  (% age 15+),account.t.d,10.1852402521278,18.2514629953597,45.2893518838727,49.6056349278117,..,57.4329534151865
Togo,TGO,Mobile money account  (% age 15+),mobileaccount.t.d,..,1.41003877200435,21.4573757638597,36.4808073071674,..,47.9918378510191
Togo,TGO,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,51.3235570285034
Togo,TGO,Made a digital payment  (% age 15+),g20.made,..,2.93962370989721,27.0204646136406,41.3287981277586,..,49.890795066174
Uganda,UGA,Account  (% age 15+),account.t.d,20.4614192079115,44.447154358521,59.1991511838928,65.914011087313,..,72.8273757556063
Uganda,UGA,Mobile money account  (% age 15+),mobileaccount.t.d,..,35.1003784131435,50.5812428982308,53.7962366470604,..,67.7382954204934
Uganda,UGA,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,69.5499543586572
Uganda,UGA,Made a digital payment  (% age 15+),g20.made,..,38.7110160883276,51.2655879730387,60.5747638485313,..,67.4444436843973
Zambia,ZMB,Account  (% age 15+),account.t.d,21.3649091881019,35.644871301019,45.8632574748937,48.521887299618,..,72.7024245599811
Zambia,ZMB,Mobile money account  (% age 15+),mobileaccount.t.d,..,12.1143072032691,27.8423917755053,41.6312839862365,..,69.3107512524696
Zambia,ZMB,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,70.2662474056962
Zambia,ZMB,Made a digital payment  (% age 15+),g20.made,..,22.363313332041,33.1201049048821,44.127963645677,..,68.3310399947787
Zimbabwe,ZWE,Account  (% age 15+),account.t.d,39.651208895891,32.3892493998773,55.2851376051058,59.7459292908934,..,49.5216018025126
Zimbabwe,ZWE,Mobile money account  (% age 15+),mobileaccount.t.d,..,21.5955208426691,48.5816321801818,50.6324444264057,..,43.3317368740992
Zimbabwe,ZWE,Digitally enabled account  (% age 15+),dig.acc,..,..,..,..,..,46.5431857741491
Zimbabwe,ZWE,Made a digital payment  (% age 15+),g20.made,..,27.6332251706875,49.2026128855119,53.7114226196222,..,42.5966496047633
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: Global Findex database,,,,,,,,,
Last Updated: 10/06/2025,,,,,,,,,
